# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow
23.1200,0.0201,run,-4.0000,4.0000,-0.0114,-0.0000,-0.0220,0.0333,62.6839,800.0000,711.5375,763.0947,1.0000,709,750,1,2,,1847,1847,20.0797,left,1
23.1401,0.0201,run,-5.0000,5.0000,-0.0142,-0.0000,-0.0291,0.0433,64.6520,800.0000,701.8714,768.8246,1.0000,709,750,1,2,,1847,1847,20.0959,left,1
23.1672,0.0272,run,-6.0000,6.0000,-0.0170,-0.0000,-0.0310,0.0481,68.5016,800.0000,694.3176,768.6793,1.0000,706,772,1,2,,1847,1847,27.1538,left,1
23.1874,0.0201,run,-6.0000,6.0000,-0.0170,-0.0000,-0.0221,0.0392,68.9044,800.0000,700.8011,761.3901,1.0000,706,772,1,2,,1847,1847,20.1189,left,1
23.2075,0.0201,run,-7.0000,7.0000,-0.0199,-0.0000,-0.0292,0.0491,71.7281,800.0000,690.3236,766.2203,1.0000,706,772,1,2,,1847,1847,20.1240,left,1
23.2277,0.0201,run,-7.0000,7.0000,-0.0199,-0.0000,-0.0208,0.0407,72.2294,800.0000,696.2877,759.2534,1.0000,706,772,1,2,,1847,1847,20.0719,left,1
23.2477,0.0201,run,-7.0000,7.0000,-0.0199,-0.0000,-0.0148,0.0347,71.2914,800.0000,701.8459,755.5712,1.0000,706,772,1,2,,1847,1847,20.1132,left,1
23.2677,0.0201,run,-8.0000,8.0000,-0.0227,-0.0000,-0.0240,0.0467,73.4441,800.0000,690.4093,762.7024,1.0000,706,772,1,2,,1847,1847,20.0684,left,1
23.2878,0.0201,run,-8.0000,8.0000,-0.0227,-0.0000,-0.0171,0.0398,73.7147,800.0000,695.4642,757.1064,1.0000,706,772,1,2,,1847,1847,20.0999,left,1
23.3080,0.0201,run,-9.0000,9.0000,-0.0256,-0.0000,-0.0256,0.0512,76.7550,800.0000,683.6666,762.8235,1.0000,706,772,1,2,,1847,1847,20.1460,left,1
23.3283,0.0202,run,-9.0000,9.0000,-0.0256,-0.0000,-0.0182,0.0438,77.6693,800.0000,688.4582,756.2031,1.0000,706,772,1,2,,1847,1847,20.2314,left,1
23.3482,0.0200,run,-10.0000,10.0000,-0.0284,-0.0000,-0.0265,0.0549,81.1725,800.0000,676.3891,761.2659,1.0000,706,772,1,2,,1847,1847,19.9608,left,1
23.3762,0.0281,run,-10.0000,10.0000,-0.0284,-0.0000,-0.0169,0.0453,82.2862,800.0000,682.6365,752.7911,1.0000,674,763,1,2,,1847,1847,28.0743,left,1
23.3965,0.0202,run,-11.0000,11.0000,-0.0312,-0.0000,-0.0255,0.0567,85.7937,800.0000,670.3467,758.0659,1.0000,674,763,1,2,,1847,1847,20.1976,left,1
23.4165,0.0201,run,-11.0000,11.0000,-0.0312,-0.0000,-0.0182,0.0494,87.1121,800.0000,674.6672,751.1086,1.0000,674,763,1,2,,1847,1847,20.0577,left,1
23.4368,0.0202,run,-12.0000,12.0000,-0.0341,-0.0000,-0.0263,0.0604,90.9897,800.0000,662.2818,755.7388,1.0000,674,763,1,2,,1847,1847,20.2047,left,1
23.4566,0.0199,run,-12.0000,12.0000,-0.0341,-0.0000,-0.0188,0.0529,92.5641,800.0000,666.5104,748.3614,1.0000,674,763,1,2,,1847,1847,19.9212,left,1
23.4767,0.0201,run,-13.0000,13.0000,-0.0369,-0.0000,-0.0268,0.0638,96.6173,800.0000,654.0573,752.7082,1.0000,674,763,1,2,,1847,1847,20.0751,left,1
23.4968,0.0201,run,-13.0000,13.0000,-0.0369,-0.0000,-0.0191,0.0561,98.3310,800.0000,658.3037,745.0344,1.0000,674,763,1,2,,1847,1847,20.1245,left,1
23.5168,0.0200,run,-13.0000,13.0000,-0.0369,-0.0000,-0.0137,0.0506,98.5422,800.0000,662.3305,740.5852,1.0000,674,763,1,2,,1847,1847,20.0474,left,1
23.5370,0.0201,run,-14.0000,14.0000,-0.0398,-0.0000,-0.0232,0.0629,101.7580,800.0000,649.5797,746.9044,1.0000,674,763,1,2,,1847,1847,20.1118,left,1
23.5571,0.0201,run,-14.0000,14.0000,-0.0398,-0.0000,-0.0165,0.0563,102.9909,800.0000,653.4799,740.5382,1.0000,674,763,1,2,,1847,1847,20.0910,left,1
23.5842,0.0271,run,-15.0000,15.0000,-0.0426,-0.0000,-0.0229,0.0655,107.3308,800.0000,642.0040,743.3344,1.0000,652,746,1,2,,1847,1847,27.1031,left,1
23.6042,0.0200,run,-15.0000,15.0000,-0.0426,-0.0000,-0.0163,0.0589,108.5841,800.0000,645.8200,737.0119,1.0000,652,746,1,2,,1847,1847,20.0442,left,1
23.6243,0.0201,run,-15.0000,15.0000,-0.0426,-0.0000,-0.0117,0.0543,108.5879,800.0000,649.4403,733.3839,1.0000,652,746,1,2,,1847,1847,20.0874,left,1
23.6444,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,-0.0217,0.0672,111.7566,800.0000,636.2906,740.1962,1.0000,652,746,1,2,,1847,1847,20.1049,left,1
23.6645,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,-0.0155,0.0609,113.0437,800.0000,639.8167,734.0958,1.0000,652,746,1,2,,1847,1847,20.0683,left,1
23.6847,0.0202,run,-17.0000,17.0000,-0.0483,-0.0000,-0.0244,0.0727,117.0674,800.0000,626.6818,739.1834,1.0000,652,746,1,2,,1847,1847,20.1708,left,1
23.7047,0.0200,run,-17.0000,17.0000,-0.0483,-0.0000,-0.0174,0.0657,118.8959,800.0000,630.2633,731.9449,1.0000,652,746,1,2,,1847,1847,20.0419,left,1
23.7247,0.0201,run,-17.0000,17.0000,-0.0483,-0.0000,-0.0125,0.0607,119.3220,800.0000,633.7019,727.6540,1.0000,652,746,1,2,,1847,1847,20.0625,left,1
23.7447,0.0200,run,-18.0000,18.0000,-0.0511,-0.0000,-0.0223,0.0734,122.7956,800.0000,620.4036,734.0053,1.0000,652,746,1,2,,1847,1847,20.0279,left,1
23.7652,0.0203,run,-18.0000,18.0000,-0.0511,-0.0000,-0.0159,0.0670,124.3197,800.0000,623.8716,727.4889,1.0000,652,746,1,2,,1847,1847,20.3469,left,1
23.7924,0.0272,run,-19.0000,19.0000,-0.0540,-0.0000,-0.0224,0.0764,129.0327,800.0000,611.8688,730.0657,1.0000,626,730,1,2,,1847,1847,27.2124,left,1
23.8125,0.0201,run,-19.0000,19.0000,-0.0540,-0.0000,-0.0160,0.0700,130.5410,800.0000,615.3369,723.5810,1.0000,626,730,1,2,,1847,1847,20.0916,left,1
23.8326,0.0202,run,-19.0000,19.0000,-0.0540,-0.0000,-0.0114,0.0654,130.7802,800.0000,618.6591,719.7806,1.0000,626,730,1,2,,1847,1847,20.1817,left,1
23.8526,0.0199,run,-19.0000,19.0000,-0.0540,-0.0000,-0.0082,0.0621,130.2433,800.0000,621.7117,717.8018,1.0000,626,730,1,2,,1847,1847,19.9425,left,1
23.8727,0.0201,run,-20.0000,20.0000,-0.0568,-0.0000,-0.0192,0.0760,133.1758,800.0000,608.0209,725.6275,1.0000,626,730,1,2,,1847,1847,20.1095,left,1
23.8930,0.0203,run,-20.0000,20.0000,-0.0568,-0.0000,-0.0137,0.0705,134.4261,800.0000,611.0641,720.0837,1.0000,626,730,1,2,,1847,1847,20.2994,left,1
23.9130,0.0200,run,-20.0000,20.0000,-0.0568,-0.0000,-0.0098,0.0666,134.5912,800.0000,613.9217,716.8958,1.0000,626,730,1,2,,1847,1847,20.0115,left,1
23.9331,0.0201,run,-20.0000,20.0000,-0.0568,-0.0000,-0.0070,0.0638,134.0935,800.0000,616.5831,715.2300,1.0000,626,730,1,2,,1847,1847,20.0738,left,1
23.9532,0.0201,run,-21.0000,21.0000,-0.0596,-0.0000,-0.0184,0.0780,137.1404,800.0000,602.5137,723.2055,1.0000,626,730,1,2,,1847,1847,20.1057,left,1
23.9733,0.0201,run,-21.0000,21.0000,-0.0596,-0.0000,-0.0131,0.0727,138.5430,800.0000,605.1873,717.7266,1.0000,626,730,1,2,,1847,1847,20.1030,left,1
23.9999,0.0266,run,-21.0000,21.0000,-0.0596,-0.0000,-0.0086,0.0682,138.7445,800.0000,608.5063,714.0047,1.0000,601,719,1,2,,1847,1847,26.5971,left,1
24.0199,0.0200,run,-21.0000,21.0000,-0.0596,-0.0000,-0.0061,0.0657,138.3161,800.0000,610.8273,712.5405,1.0000,601,719,1,2,,1847,1847,20.0248,left,1
24.0401,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,-0.0178,0.0802,141.4807,800.0000,596.4570,720.5816,1.0000,601,719,1,2,,1847,1847,20.1417,left,1
24.0601,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,-0.0127,0.0752,143.0191,800.0000,598.8513,715.1105,1.0000,601,719,1,2,,1847,1847,20.0613,left,1
24.0801,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,-0.0090,0.0715,143.5079,800.0000,601.1689,711.8154,1.0000,601,719,1,2,,1847,1847,20.0588,left,1
24.1002,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,-0.0065,0.0689,143.3343,800.0000,603.3468,709.9847,1.0000,601,719,1,2,,1847,1847,20.0785,left,1
24.1205,0.0202,run,-22.0000,22.0000,-0.0625,-0.0000,-0.0046,0.0671,142.7576,800.0000,605.3601,709.1248,1.0000,601,719,1,2,,1847,1847,20.2078,left,1
24.1405,0.0200,run,-22.0000,22.0000,-0.0625,-0.0000,-0.0033,0.0658,141.9692,800.0000,607.1639,708.8977,1.0000,601,719,1,2,,1847,1847,19.9970,left,1
24.1605,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,-0.0158,0.0811,145.0033,800.0000,592.2837,717.7097,1.0000,601,719,1,2,,1847,1847,20.0692,left,1
24.1808,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,-0.0112,0.0766,146.5727,800.0000,594.2131,712.6416,1.0000,601,719,1,2,,1847,1847,20.1315,left,1
24.2073,0.0267,run,-23.0000,23.0000,-0.0653,-0.0000,-0.0073,0.0726,147.1394,800.0000,596.6714,709.0498,1.0000,597,713,1,2,,1847,1847,26.7012,left,1
24.2274,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,-0.0052,0.0705,147.0250,800.0000,598.4077,707.5424,1.0000,597,713,1,2,,1847,1847,20.0595,left,1
24.2475,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0171,0.0853,150.5144,800.0000,583.5087,715.4624,1.0000,597,713,1,2,,1847,1847,20.1005,left,1
24.2676,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0122,0.0804,152.3778,800.0000,585.4445,709.8000,1.0000,597,713,1,2,,1847,1847,20.0874,left,1
24.2879,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0087,0.0769,153.1723,800.0000,587.3641,706.2912,1.0000,597,713,1,2,,1847,1847,20.1276,left,1
24.3078,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0062,0.0744,153.2802,800.0000,589.1875,704.2520,1.0000,597,713,1,2,,1847,1847,20.0721,left,1
24.3278,0.0200,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0044,0.0726,152.9662,800.0000,590.8779,703.1897,1.0000,597,713,1,2,,1847,1847,20.0369,left,1
24.3481,0.0202,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0032,0.0713,152.4002,800.0000,592.4335,702.7660,1.0000,597,713,1,2,,1847,1847,20.2378,left,1
24.3682,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0023,0.0704,151.7102,800.0000,593.8253,702.7543,1.0000,597,713,1,2,,1847,1847,20.1273,left,1
24.3883,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0016,0.0698,150.9730,800.0000,595.0619,702.9921,1.0000,597,713,1,2,,1847,1847,20.0754,left,1
24.4083,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0011,0.0693,150.2363,800.0000,596.1548,703.3725,1.0000,592,697,1,2,,1847,1847,20.0661,left,1
24.4285,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,-0.0008,0.0690,149.5277,800.0000,597.1182,703.8263,1.0000,592,697,1,2,,1847,1847,20.1385,left,1
24.4484,0.0200,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0140,0.0850,152.7912,800.0000,581.4545,712.9631,1.0000,592,697,1,2,,1847,1847,20.0166,left,1
24.4688,0.0203,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0100,0.0810,154.6862,800.0000,582.6846,707.9429,1.0000,592,697,1,2,,1847,1847,20.2639,left,1
24.4888,0.0200,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0071,0.0781,155.6404,800.0000,583.9352,704.7840,1.0000,592,697,1,2,,1847,1847,20.0197,left,1
24.5088,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0051,0.0761,155.9938,800.0000,585.1581,702.8544,1.0000,592,697,1,2,,1847,1847,20.0533,left,1
24.5290,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0036,0.0746,155.9632,800.0000,586.3168,701.7569,1.0000,592,697,1,2,,1847,1847,20.1301,left,1
24.5490,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0026,0.0736,155.6998,800.0000,587.3827,701.2177,1.0000,592,697,1,2,,1847,1847,20.0693,left,1
24.5691,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,-0.0018,0.0728,155.3045,800.0000,588.3511,701.0400,1.0000,592,697,1,2,,1847,1847,20.0872,left,1
24.5892,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0147,0.0886,158.7777,800.0000,572.7220,709.7226,1.0000,592,697,1,2,,1847,1847,20.1242,left,1
24.6163,0.0271,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0095,0.0834,161.0723,800.0000,574.4293,703.4261,1.0000,572,714,1,2,,1847,1847,27.1000,left,1
24.6364,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0068,0.0807,161.9029,800.0000,575.7132,700.4809,1.0000,572,714,1,2,,1847,1847,20.0653,left,1
24.6565,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0049,0.0787,162.1685,800.0000,576.9577,698.7053,1.0000,572,714,1,2,,1847,1847,20.0853,left,1
24.6765,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0035,0.0773,162.0776,800.0000,578.1250,697.7197,1.0000,572,714,1,2,,1847,1847,20.0642,left,1
24.6967,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0025,0.0763,161.7716,800.0000,579.2007,697.2560,1.0000,572,714,1,2,,1847,1847,20.1175,left,1
24.7167,0.0200,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0018,0.0756,161.3491,800.0000,580.1703,697.1314,1.0000,572,714,1,2,,1847,1847,20.0292,left,1
24.7368,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0013,0.0751,160.8693,800.0000,581.0422,697.2192,1.0000,572,714,1,2,,1847,1847,20.1300,left,1
24.7570,0.0202,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0009,0.0747,160.3750,800.0000,581.8163,697.4338,1.0000,572,714,1,2,,1847,1847,20.1546,left,1
24.7769,0.0200,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0006,0.0745,159.8959,800.0000,582.4937,697.7145,1.0000,572,714,1,2,,1847,1847,20.0076,left,1
24.7970,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0005,0.0743,159.4417,800.0000,583.0900,698.0266,1.0000,572,714,1,2,,1847,1847,20.0960,left,1
24.8213,0.0242,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0003,0.0741,158.9458,800.0000,583.7014,698.4070,1.0000,585,703,1,2,,1847,1847,24.2434,left,1
24.8415,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0002,0.0741,158.5733,800.0000,584.1422,698.7112,1.0000,585,703,1,2,,1847,1847,20.1079,left,1
24.8614,0.0200,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0002,0.0740,158.2411,800.0000,584.5229,698.9949,1.0000,585,703,1,2,,1847,1847,20.0243,left,1
24.8816,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0001,0.0740,157.9452,800.0000,584.8536,699.2560,1.0000,585,703,1,2,,1847,1847,20.0962,left,1
24.9017,0.0202,run,-26.0000,26.0000,-0.0738,-0.0000,-0.0001,0.0739,157.6838,800.0000,585.1399,699.4926,1.0000,585,703,1,2,,1847,1847,20.1547,left,1
24.9218,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,0.0134,0.0576,159.6382,800.0000,595.7724,684.9512,1.0000,585,703,1,2,,1847,1847,20.0966,left,1
24.9420,0.0202,run,-25.0000,25.0000,-0.0710,-0.0000,0.0095,0.0615,160.4361,800.0000,592.0073,687.1206,1.0000,585,703,1,2,,1847,1847,20.1546,left,1
24.9620,0.0200,run,-25.0000,25.0000,-0.0710,-0.0000,0.0068,0.0642,160.4943,800.0000,589.8437,689.1677,1.0000,585,703,1,2,,1847,1847,20.0283,left,1
24.9821,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,0.0048,0.0662,160.0980,800.0000,588.7324,691.0716,1.0000,585,703,1,2,,1847,1847,20.1095,left,1
25.0020,0.0200,run,-25.0000,25.0000,-0.0710,-0.0000,0.0035,0.0675,159.4436,800.0000,588.3149,692.7979,1.0000,585,703,1,2,,1847,1847,20.0233,left,1
25.0227,0.0205,run,-25.0000,25.0000,-0.0710,-0.0000,0.0025,0.0685,158.6392,800.0000,588.3424,694.3792,1.0000,591,685,1,2,,1847,1847,20.4502,left,1
25.0425,0.0199,run,-25.0000,25.0000,-0.0710,-0.0000,0.0018,0.0692,157.8103,800.0000,588.6311,695.7483,1.0000,591,685,1,2,,1847,1847,19.8697,left,1
25.0624,0.0200,run,-24.0000,24.0000,-0.0682,-0.0000,0.0147,0.0535,159.1849,800.0000,599.4508,682.1795,1.0000,591,685,1,2,,1847,1847,20.0060,left,1
25.0825,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,0.0105,0.0577,159.4044,800.0000,595.9769,685.2144,1.0000,591,685,1,2,,1847,1847,20.0825,left,1
25.1026,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,0.0075,0.0607,158.9060,800.0000,594.1541,688.0339,1.0000,591,685,1,2,,1847,1847,20.0746,left,1
25.1228,0.0202,run,-24.0000,24.0000,-0.0682,-0.0000,0.0053,0.0628,157.9844,800.0000,593.4142,690.6171,1.0000,591,685,1,2,,1847,1847,20.1644,left,1
25.1428,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,0.0172,0.0481,159.0574,800.0000,603.7376,678.1475,1.0000,591,685,1,2,,1847,1847,20.0529,left,1
25.1628,0.0200,run,-23.0000,23.0000,-0.0653,-0.0000,0.0123,0.0530,158.8508,800.0000,600.1320,682.1664,1.0000,591,685,1,2,,1847,1847,20.0487,left,1
25.1830,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,0.0088,0.0566,157.8672,800.0000,598.3905,685.8751,1.0000,591,685,1,2,,1847,1847,20.0900,left,1
25.2031,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,0.0063,0.0591,156.4457,800.0000,597.8647,689.2439,1.0000,591,685,1,2,,1847,1847,20.1379,left,1
25.2232,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0179,0.0446,157.0286,800.0000,608.4611,677.4817,1.0000,598,691,1,2,,1847,1847,20.1160,left,1
25.2433,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0127,0.0497,156.3569,800.0000,605.1749,682.1114,1.0000,598,691,1,2,,1847,1847,20.0715,left,1
25.2633,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0091,0.0534,154.9477,800.0000,603.7612,686.3434,1.0000,598,691,1,2,,1847,1847,20.0581,left,1
25.2835,0.0202,run,-21.0000,21.0000,-0.0596,-0.0000,0.0199,0.0398,155.3470,800.0000,613.8988,675.4073,1.0000,598,691,1,2,,1847,1847,20.1651,left,1
25.3035,0.0200,run,-21.0000,21.0000,-0.0596,-0.0000,0.0142,0.0454,154.3882,800.0000,610.4581,680.7654,1.0000,598,691,1,2,,1847,1847,20.0385,left,1
25.3237,0.0202,run,-21.0000,21.0000,-0.0596,-0.0000,0.0101,0.0495,152.6250,800.0000,609.0656,685.6843,1.0000,598,691,1,2,,1847,1847,20.1727,left,1
25.3440,0.0202,run,-20.0000,20.0000,-0.0568,-0.0000,0.0206,0.0362,152.6603,800.0000,619.3380,675.3414,1.0000,598,691,1,2,,1847,1847,20.1808,left,1
25.3639,0.0200,run,-20.0000,20.0000,-0.0568,-0.0000,0.0147,0.0421,151.3508,800.0000,616.0988,681.1996,1.0000,598,691,1,2,,1847,1847,19.9785,left,1
25.3841,0.0202,run,-19.0000,19.0000,-0.0540,-0.0000,0.0239,0.0301,151.4581,800.0000,625.2698,671.8141,1.0000,598,691,1,2,,1847,1847,20.2002,left,1
25.4043,0.0202,run,-19.0000,19.0000,-0.0540,-0.0000,0.0170,0.0370,149.9730,800.0000,621.4454,678.6086,1.0000,598,691,1,2,,1847,1847,20.1786,left,1
25.4311,0.0269,run,-18.0000,18.0000,-0.0511,-0.0000,0.0233,0.0278,149.0913,800.0000,629.3785,672.4390,1.0000,626,679,1,2,,1847,1847,26.8926,left,1
25.4514,0.0202,run,-18.0000,18.0000,-0.0511,-0.0000,0.0166,0.0345,146.9793,800.0000,626.3020,679.7394,1.0000,626,679,1,2,,1847,1847,20.2319,left,1
25.4714,0.0200,run,-17.0000,17.0000,-0.0483,-0.0000,0.0253,0.0230,146.3092,800.0000,635.8798,671.5018,1.0000,626,679,1,2,,1847,1847,20.0446,left,1
25.4915,0.0201,run,-17.0000,17.0000,-0.0483,-0.0000,0.0180,0.0303,144.0819,800.0000,632.5139,679.3223,1.0000,626,679,1,2,,1847,1847,20.0615,left,1
25.5116,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,0.0263,0.0192,143.1982,800.0000,641.9733,671.6303,1.0000,626,679,1,2,,1847,1847,20.0864,left,1
25.5317,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,0.0187,0.0267,140.7124,800.0000,638.6281,679.9472,1.0000,626,679,1,2,,1847,1847,20.1238,left,1
25.5520,0.0202,run,-15.0000,15.0000,-0.0426,-0.0000,0.0267,0.0159,139.5478,800.0000,648.1695,672.7349,1.0000,626,679,1,2,,1847,1847,20.2281,left,1
25.5719,0.0200,run,-14.0000,14.0000,-0.0398,-0.0000,0.0325,0.0072,139.0253,800.0000,655.3726,666.5768,1.0000,626,679,1,2,,1847,1847,19.9941,left,1
25.5920,0.0201,run,-13.0000,13.0000,-0.0369,-0.0000,0.0366,0.0003,138.6492,800.0000,661.1033,661.5983,1.0000,626,679,1,2,,1847,1847,20.1056,left,1
25.6121,0.0201,run,-12.0000,12.0000,-0.0341,-0.0000,0.0395,-0.0055,138.1381,800.0000,666.0788,657.6450,1.0000,626,679,1,2,,1847,1847,20.0703,left,1
25.6377,0.0257,run,-12.0000,12.0000,-0.0341,-0.0000,0.0261,0.0080,133.8328,800.0000,660.0159,672.3186,1.0000,662,654,1,2,,1847,1847,25.6521,left,1
25.6590,0.0213,run,-11.0000,11.0000,-0.0312,-0.0000,0.0315,-0.0003,131.1947,800.0000,669.0248,668.5859,1.0000,662,654,1,2,,1847,1847,21.2595,left,1
25.6792,0.0201,run,-10.0000,10.0000,-0.0284,-0.0000,0.0359,-0.0075,129.1904,800.0000,676.5913,665.0279,1.0000,662,654,1,2,,1847,1847,20.1379,left,1
25.6992,0.0201,run,-9.0000,9.0000,-0.0256,-0.0000,0.0390,-0.0134,127.3351,800.0000,683.0673,662.2625,1.0000,662,654,1,2,,1847,1847,20.0804,left,1
25.7192,0.0200,run,-9.0000,9.0000,-0.0256,-0.0000,0.0279,-0.0023,123.2038,800.0000,678.5701,675.0223,1.0000,662,654,1,2,,1847,1847,20.0250,left,1
25.7393,0.0201,run,-8.0000,8.0000,-0.0227,-0.0000,0.0333,-0.0105,120.0293,800.0000,688.1309,671.8104,1.0000,662,654,1,2,,1847,1847,20.1136,left,1
25.7593,0.0200,run,-7.0000,7.0000,-0.0199,-0.0000,0.0372,-0.0173,117.3581,800.0000,696.0283,669.2555,1.0000,662,654,1,2,,1847,1847,20.0118,left,1
25.7795,0.0202,run,-6.0000,6.0000,-0.0170,-0.0000,0.0399,-0.0229,114.8108,800.0000,702.8652,667.5131,1.0000,662,654,1,2,,1847,1847,20.1722,left,1
25.7998,0.0202,run,-5.0000,5.0000,-0.0142,-0.0000,0.0418,-0.0276,112.2036,800.0000,709.1495,666.4434,1.0000,662,654,1,2,,1847,1847,20.1959,left,1
25.8198,0.0201,run,-4.0000,4.0000,-0.0114,-0.0000,0.0433,-0.0319,109.4579,800.0000,715.2144,665.8697,1.0000,662,654,1,2,,1847,1847,20.0529,left,1
25.8491,0.0290,run,-2.0000,2.0000,-0.0057,-0.0000,0.0512,-0.0455,106.3961,800.0000,728.8159,658.3919,1.0000,714,670,1,2,,1847,1847,28.9569,left,1
25.8659,0.0171,run,-1.0000,1.0000,-0.0028,-0.0000,0.0522,-0.0493,104.2628,800.0000,733.9036,657.5708,1.0000,714,670,1,2,,1847,1847,17.0750,left,1
25.8860,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0506,-0.0506,100.8991,800.0000,738.2691,659.9328,1.0000,714,670,1,2,,1847,1847,20.0885,left,1
25.9062,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,0.0495,-0.0523,98.5957,800.0000,741.8532,660.9555,1.0000,714,670,1,2,,1847,1847,20.2050,left,1
25.9263,0.0201,run,3.0000,-3.0000,0.0085,-0.0000,0.0621,-0.0707,101.2521,800.0000,753.3967,644.0991,1.0000,714,670,1,2,,1847,1847,20.0556,left,1
25.9464,0.0201,run,4.0000,-4.0000,0.0114,-0.0000,0.0577,-0.0691,103.3814,800.0000,750.0351,643.2022,1.0000,714,670,1,2,,1847,1847,20.1332,left,1
25.9665,0.0201,run,5.0000,-5.0000,0.0142,-0.0000,0.0546,-0.0688,105.3452,800.0000,747.8429,641.4667,1.0000,714,670,1,2,,1847,1847,20.1006,left,1
25.9868,0.0203,run,7.0000,-7.0000,0.0199,-0.0000,0.0655,-0.0854,111.3157,800.0000,754.7409,622.6276,1.0000,714,670,1,2,,1847,1847,20.3319,left,1
26.0065,0.0198,run,8.0000,-8.0000,0.0227,-0.0000,0.0604,-0.0831,115.9992,800.0000,748.3165,619.6852,1.0000,714,670,1,2,,1847,1847,19.7675,left,1
26.0267,0.0201,run,10.0000,-10.0000,0.0284,-0.0000,0.0699,-0.0983,123.9753,800.0000,752.0578,599.9915,1.0000,714,670,1,2,,1847,1847,20.1230,left,1
26.0541,0.0274,run,12.0000,-12.0000,0.0341,-0.0000,0.0695,-0.1036,134.9102,800.0000,745.1941,584.9854,1.0000,748,604,1,2,,1847,1847,27.3572,left,1
26.0741,0.0200,run,13.0000,-13.0000,0.0369,-0.0000,0.0630,-0.1000,141.1564,800.0000,736.1627,581.5244,1.0000,748,604,1,2,,1847,1847,20.0193,left,1
26.0941,0.0201,run,15.0000,-15.0000,0.0426,-0.0000,0.0718,-0.1144,150.2492,800.0000,738.2365,561.2650,1.0000,748,604,1,2,,1847,1847,20.0866,left,1
